Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13495602178,410322128,06/15/2022 06:03:47 AM,06/15/2022 06:22:49 AM,165.155.140.173,,,,,English / inglés,LXG1234,"NYC District 11 - IS 287, NY",,7,Female,Yes,,,Black or African American,,,,,Always,Disagree,Agree,Agree,Mostly disagree,Slightly true,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Disagree a little,Agree a lot,Disagree a lot,Disagree a lot,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603789,410322128,06/15/2022 06:05:40 AM,06/15/2022 06:21:19 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,Yes,,,Black or African American,,,,,Always,Disagree,Strongly disagree,Mostly disagree,Mostly agree,Very true,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Agree a little,Agree a lot,Disagree a little,Agree a lot,Somewhat like me,Somewhat like me,Not much like me,Very much like me,Mostly like me,Very much like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Somewhat like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602921,410322128,06/15/2022 06:04:38 AM,06/15/2022 06:21:05 AM,23.190.208.112,,,,,English / inglés,dam1010,Rochester City School District - School 12,,7,Female,No,,,,,,,black/white,Always,Disagree,Disagree,Agree,Agree,Slightly true,Agree,Agree,Slightly agree,Agree,Agree,Agree,Agree a little,Agree a little,Disagree a little,Agree a little,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Once in a while,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495604548,410322128,06/15/2022 06:06:54 AM,06/15/2022 06:20:27 AM,165.155.129.165,,,,,English / inglés,LXG1234,"NYC District 11 - IS 287, NY",,7,Female,,,,,,,,,Almost always,Disagree,Disagree,Disagree,Disagree,Very true,Agree,Slightly agree,Disagree,Agree,Agree,Agree,Agree a lot,Agree a little,Agree a little,Agree a lot,Not much like me,Somewhat like me,Not at all like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not at all like me,Not at all like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495607969,410322128,06/15/2022 06:11:36 AM,06/15/2022 06:19:31 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,,,,Always,Disagree,Agree,Agree,Agree,Very true,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree a little,Agree a little,,Disagree a lot,Not at all like me,Not at all like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Not at all like me,Mostly like me,Mostly like me,Mostly like me,Not at all like me,Not at all like me,Not at all like me,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495601544,410322128,06/15/2022 06:02:33 AM,06/15/2022 06:18:20 AM,165.155.128.164,,,,,English / inglés,LXGI234,"NYC District 11 - IS 287, NY",,7,Female,Yes,,,,,,More than one race,,Sometimes,Agree,Strongly agree,Strongly agree,Agree,Extremely true,Strongly agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a lot,Agree a lot,Disagree a little,Somewhat like me,Not much like me,Very much like me,Not much like me,Mostly like me,Mostly like me,Not at all like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,Somewhat like me,Once in a while,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603755,410322128,06/15/2022 06:05:40 AM,06/15/2022 06:18:08 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly true,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Disagree,Agree,Disagree a lot,Agree a little,Disagree a little,Disagree a lot,Very much like me,Somewhat like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Not at all like me,Somewhat like me,Very much like me,Somewhat like me,Not much like me,Not at all like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602137,410322128,06/15/2022 06:03:48 AM,06/15/2022 06:17:32 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,White,More than one race,,Always,Disagree,Disagree,Disagree,Disagree,Somewhat true,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree a little,Agree a little,Disagree a little,Disagree a little,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Not much like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495609283,410322128,06/15/2022 06:13:20 AM,06/15/2022 06:17:26 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,,,,Sometimes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Very true,Strongly agree,Agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Mostly like me,Very much like me,Not at all like me,Somewhat like me,Somewhat like me,Very much like me,Somewhat like me,Not much like me,Not much like me,Mostly like me,,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603000,410322128,06/15/2022 06:04:46 AM,06/15/2022 06:16:14 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,,,Black or African American,,,,,Always,Mostly agree,Strongly agree,Strongly agree,Mostly disagree,Extremely true,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Not much like me,Mostly like me,Not at all like me,,Mostly like me,Not at all like me,Somewhat like me,Mostly like me,Very much like me,Once in a while,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602898,410322128,06/15/2022 06:04:45 AM,06/15/2022 06:15:44 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,,,Black or African American,,,,,Always,Strongly disagree,Agree,Strongly disagree,Strongly agree,Extremely true,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Agree,Agree a little,Agree a lot,Disagree a little,Agree a little,Not much like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Very much like me,Not much like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603070,410322128,06/15/2022 06:04:44 AM,06/15/2022 06:15:42 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,Yes,,,,,,,Puerto Rican,Sometimes,Agree,Agree,Disagree,Agree,Somewhat true,Strongly agree,Agree,Slightly agree,Agree,Agree,Agree,Agree a little,Agree a lot,Agree a lot,Agree a little,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Very much like me,Somewhat like me,Very much like me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495607439,410322128,06/15/2022 06:10:57 AM,06/15/2022 06:15:33 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,Yes,,,,,,More than one race,,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not at all true,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree a lot,Agree a little,Disagree a lot,Disagree a lot,Very much like me,Mostly like me,Not at all like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Not at all like me,,Very much like me,,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602328,410322128,06/15/2022 06:03:58 AM,06/15/2022 06:15:32 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Mostly agree,Slightly true,Strongly agree,Agree,Slightly agree,Agree,Agree,Agree,Agree a little,Agree a little,Disagree a little,Agree a little,Not at all like me,Very much like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495604072,410322128,06/15/2022 06:06:18 AM,06/15/2022 06:15:18 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,Yes,,,,,,More than one race,,Sometimes,Strongly agree,Mostly disagree,Mostly agree,Mostly agree,Not at all true,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Agree a little,Agree a lot,Agree a little,Disagree a little,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602319,410322128,06/15/2022 06:03:57 AM,06/15/2022 06:14:05 AM,165.155.140.153,,,,,English / inglés,LXG1234,"NYC District 11 - IS 287, NY",,7,Female,Yes,,,,,,More than one race,,Always,Agree,Agree,Strongly agree,Agree,Somewhat true,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Disagree a little,Agree a little,Disagree a little,Agree a little,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Not at all like me,Not much like me,Not at all like me,Not much like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Once in a while,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495604190,410322128,06/15/2022 06:06:24 AM,06/15/2022 06:13:46 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,,,Black or African American,,,,,Almost always,Mostly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Slightly agree,,Agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Disagree a little,Agree a little,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Not at all like me,Not much like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495604538,410322128,06/15/2022 06:06:58 AM,06/15/2022 06:13:42 AM,165.155.140.173,,,,,English / inglés,lxg1234,"NYC District 11 - IS 287, NY",,7,,Yes,,,,,,More than one race,,Always,Disagree,,Disagree,Mostly agree,Not at all true,Agree,Agree,Agree,Slightly agree,Slightly agree,Strongly agree,Disagree a little,Agree a lot,Disagree a lot,Disagree a lot,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Not much like me,Very much like me,Not at all like me,Somewhat like me,Not at all like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495604098,410322128,06/15/2022 06:06:21 AM,06/15/2022 06:13:28 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,American Indian or Alaska Native,,Black or African American,,,More than one race,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Not much like me,Somewhat like me,Not much like me,Mostly like me,Very much like me,Mostly like me,Somewhat like me,Not much like me,Not at all like me,,Mostly like me,Very much like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603963,410322128,06/15/2022 06:06:11 AM,06/15/2022 06:12:47 AM,165.155.130.156,,,,,English / inglés,LXG1234,"NYC District 11 - IS 287, NY",,7,Female,No,,,Black or African American,,,,,Always,Disagree,Disagree,Disagree,Disagree,Very true,Agree,Agree,Slightly agree,Agree,Agree,Agree,Disagree a little,Disagree a little,Agree a lot,Disagree a little,Not at all like me,Very much like me,Not much like me,Not much like me,Not at all like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,Somewhat like me,Mostly like me,Not at all like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495603487,410322128,06/15/2022 06:04:59 AM,06/15/2022 06:12:17 AM,165.155.138.166,,,,,English / inglés,LXG1234,"NYC District 11 - IS 287, NY",,7,Male,Yes,,,,,,,Hispanic,Sometimes,Disagree,Disagree,Disagree,Mostly agree,Somewhat true,Agree,Agree,Agree,Agree,Slightly agree,Agree,Disagree a little,Agree a little,Disagree a lot,Disagree a little,Somewhat like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Not much like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495607817,410322128,06/15/2022 06:11:28 AM,06/15/2022 06:12:08 AM,23.190.208.112,,,,,English / inglés,dam1010,Rochester City School District - School 12,,7,Male,No,,,,,White,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602224,410322128,06/15/2022 06:03:52 AM,06/15/2022 06:11:15 AM,165.155.136.164,,,,,English / inglés,lxg123,"NYC District 11 - IS 287, NY",,7,Female,No,,,Black or African American,,,,,Sometimes,Mostly agree,Mostly disagree,Mostly agree,Strongly agree,Very true,Agree,,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree a little,Agree a lot,Agree a lot,Agree a little,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602793,410322128,06/15/2022 06:04:32 AM,06/15/2022 06:10:50 AM,23.190.208.112,,,,,English / inglés,dam1010,Rochester City School District - School 12,,7,Male,No,,,,,White,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,Very much like me,Very much like me,Not at all like me,Somewhat like me,Very much like me,Very much like me,Mostly like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602322,410322128,06/15/2022 06:03:54 AM,06/15/2022 06:10:40 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,,,,,White,,,Always,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely true,Strongly agree,Agree,Slightly disagree,,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a little,Agree a lot,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Somewhat like me,Not at all like me,Somewhat like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602142,410322128,06/15/2022 06:03:42 AM,06/15/2022 06:10:14 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Prefer not to answer,No,American Indian or Alaska Native,,,,White,,,Always,Mostly disagree,Strongly disagree,Strongly disagree,Agree,Very true,Agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Agree a little,Disagree a lot,Disagree a lot,Agree a little,Somewhat like me,Not much like me,Not much like me,Not at all like me,Somewhat like me,Not much like me,Not at all like me,Somewhat like me,Very much like me,Not much like me,Not much like me,Not at all like me,Somewhat like me,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602060,410322128,06/15/2022 06:03:41 AM,06/15/2022 06:09:58 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,Yes,,,,,,More than one race,,Always,Strongly agree,Mostly agree,Strongly agree,Mostly agree,Not at all true,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree a lot,Agree a little,Disagree a lot,Disagree a lot,Somewhat like me,Somewhat like me,Not at all like me,Mostly like me,Not at all like me,Very much like me,Not much like me,Very much like me,Very much like me,,Not much like me,Not at all like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602249,410322128,06/15/2022 06:03:51 AM,06/15/2022 06:09:36 AM,23.190.208.112,,,,,English / inglés,dam1010,Rochester City School District - School 12,,7,Non-binary,No,,,,,,More than one race,,Always,Disagree,Disagree,Disagree,Mostly disagree,Very true,Strongly agree,Slightly agree,Agree,Agree,Slightly agree,Strongly agree,Disagree a lot,Agree a little,Disagree a lot,Disagree a lot,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Very much like me,Very much like me,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Not much like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602611,410322128,06/15/2022 06:04:24 AM,06/15/2022 06:09:33 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Male,No,,,Black or African American,,,,,Always,Agree,Mostly disagree,Mostly disagree,Agree,Extremely true,Disagree,Disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Agree a little,Disagree a little,Disagree a lot,Disagree a lot,Mostly like me,Somewhat like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Not much like me,Mostly like me,Not much like me,Very much like me,Not much like me,Somewhat like me,Mostly like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495602231,410322128,06/15/2022 06:03:54 AM,06/15/2022 06:08:03 AM,23.190.208.112,,,,,English / inglés,DAM1010,Rochester City School District - School 12,,7,Female,No,,,Black or African American,,,,,Always,Disagree,Disagree,Disagree,Mostly agree,Somewhat true,Agree,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
